id,front,back,source_file,tag
"20260212-1051-23-11","Welche Hauptbausteine umfasst die Grobarchitektur einer Data-Warehouse-Umgebung?","<ul><li>Datenquellen intern und extern</li><li>Daten-Extraktion, Transformation und Laden in die zentrale Datenbasis</li><li>Zentrales Data Warehouse mit Metadaten</li><li>Data Marts und Cubes</li><li>Front-End für Berichte, Abfragen und Entscheidungsunterstützung</li></ul><br><br><div class=""legend"">ETL: Extract, Transform, Load</div>","Kapitel 1 Data Warehouses - Einführung.txt","week-1 ws25-26 data-warehousing architecture source::kapitel-1-data-warehouses---einfuehrung"
"20260212-1051-23-12","Worin unterscheiden sich physische und virtuelle Datenintegration?","<table><thead><tr><th>Physische Integration</th><th>Virtuelle Integration</th></tr></thead><tbody><tr><td>Daten werden vorab in ein Data Warehouse geladen</td><td>Daten bleiben in den Quellen und werden zur Anfragezeit integriert</td></tr><tr><td>Aufbereitung und Bereinigung vorab möglich</td><td>Höhere Quellautonomie, aber Integration zur Laufzeit</td></tr><tr><td>Gut für große Analysevolumina</td><td>Abhängig von Laufzeitverfügbarkeit und Performance der Quellen</td></tr></tbody></table>","Kapitel 1 Data Warehouses - Einführung.txt","week-1 ws25-26 data-warehousing data-integration source::kapitel-1-data-warehouses---einfuehrung"
"20260212-1051-23-13","Was sind Kennzahlen und Dimensionen in der mehrdimensionalen Datensicht?","<ul><li><strong>Kennzahlen</strong> sind numerische Fakten als Grundlage für Aggregationen und Berechnungen</li><li><strong>Dimensionen</strong> sind beschreibende Perspektiven wie Zeit, Region oder Branche</li></ul>","Kapitel 1 Data Warehouses - Einführung.txt","week-1 ws25-26 data-warehousing multidimensional-model source::kapitel-1-data-warehouses---einfuehrung"
"20260212-1051-23-14","Was unterscheidet Aggregierung von Slicing und Dicing in OLAP-Analysen?","<ul><li><strong>Aggregierung</strong> fasst Kennzahlen über eine oder mehrere Dimensionen zusammen</li><li><strong>Slicing und Dicing</strong> schränken Wertebereiche in Dimensionen gezielt ein</li></ul><br><br><div class=""legend"">OLAP: Online Analytical Processing</div>","Kapitel 1 Data Warehouses - Einführung.txt","week-1 ws25-26 data-warehousing olap-operations source::kapitel-1-data-warehouses---einfuehrung"
"20260212-1051-23-15","Was ist der Unterschied zwischen Drill-Down und Roll-Up?","<ul><li><strong>Drill-Down</strong> wechselt zu feineren Detailebenen einer Dimension</li><li><strong>Roll-Up</strong> verdichtet auf höhere, gröbere Hierarchieebenen</li></ul>","Kapitel 1 Data Warehouses - Einführung.txt","week-1 ws25-26 data-warehousing hierarchy-operations source::kapitel-1-data-warehouses---einfuehrung"
"20260212-1051-23-16","Wie ist ein Star-Schema aufgebaut?","Eine zentrale Faktentabelle mit Kennzahlen wird über Schlüssel mit jeweils einer Dimensionstabelle pro Analyseperspektive verbunden","Kapitel 1 Data Warehouses - Einführung.txt","week-1 ws25-26 data-warehousing star-schema source::kapitel-1-data-warehouses---einfuehrung"
"20260212-1051-23-17","Wie funktioniert eine typische Star-Join-Anfrage im Star-Schema?","<ol><li>Relevante Dimensionstabellen per Filter einschränken</li><li>Dimensionen sternförmig mit der Faktentabelle joinen</li><li>Kennzahlen per Group By und Aggregation verdichten</li><li>Ergebnisse sortieren oder weiter analysieren</li></ol>","Kapitel 1 Data Warehouses - Einführung.txt","week-1 ws25-26 data-warehousing star-join source::kapitel-1-data-warehouses---einfuehrung"
"20260212-1051-23-18","Welche Kernmerkmale nennt die Vorlesung für OLAP?","<ul><li>Interaktive mehrdimensionale Analyse auf konsolidierten Unternehmensdaten</li><li>Skalierbarkeit auf große Datenmengen</li><li>Stabile Antwortzeiten für analytische Abfragen</li><li>Mehrbenutzerunterstützung in Client-Server-Umgebungen</li><li>Dimensionsübergreifende Operationen und Aggregationsebenen</li></ul><br><br><div class=""legend"">OLAP: Online Analytical Processing<br>FASMI: Fast Analysis of Shared Multidimensional Information</div>","Kapitel 1 Data Warehouses - Einführung.txt","week-1 ws25-26 data-warehousing olap-features source::kapitel-1-data-warehouses---einfuehrung"
"20260212-1051-23-19","Was beschreibt Knowledge Discovery im Kontext Data Mining?","Eine teilweise automatisierte Wissensextraktion aus Daten durch Kombination von Datenbankverfahren, Statistik und maschinellem Lernen","Kapitel 1 Data Warehouses - Einführung.txt","week-1 ws25-26 data-warehousing data-mining knowledge-discovery source::kapitel-1-data-warehouses---einfuehrung"
"20260212-1051-23-20","Welche fünf V prägen Big Data laut Einführung?","<ul><li><strong>Volume</strong>: Sehr große Datenmengen</li><li><strong>Velocity</strong>: Hohe Geschwindigkeit von Datenströmen und Analysen</li><li><strong>Variety</strong>: Heterogene strukturierte, teilstrukturierte und unstrukturierte Daten</li><li><strong>Veracity</strong>: Datenqualität und Glaubwürdigkeit</li><li><strong>Value</strong>: Gewinnung nutzbarer Informationen</li></ul>","Kapitel 1 Data Warehouses - Einführung.txt","week-1 ws25-26 data-warehousing big-data source::kapitel-1-data-warehouses---einfuehrung"
"20260212-1104-38-1","Welche Hauptkomponenten umfasst eine typische Data-Warehouse-Referenzarchitektur?","<ul><li>Datenquellen intern und extern</li><li>Monitoring und Ablaufsteuerung</li><li>Extraktion, Transformation und Laden über einen Arbeitsbereich</li><li>Zentrales Data Warehouse</li><li>Abgeleitete Data Marts oder Cubes für Analysen</li><li>Metadaten-Repository</li></ul>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing referenzarchitektur source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-2","Welche Aufgaben hat der Scheduler in einer Data-Warehouse-Architektur?","<ul><li>Initiiert, steuert und überwacht Prozesse der Datenversorgung</li><li>Startet Extraktion zeitgesteuert, ereignisgesteuert oder manuell</li><li>Dokumentiert Fehler und unterstützt Wiederanlaufmechanismen</li><li>Nutzt Metadaten zur Parametrisierung der Abläufe</li></ul>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing scheduler source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-3","Welche Qualitätsanforderungen sind an Datenquellen für ein Data Warehouse zentral?","<ul><li>Konsistenz und Korrektheit</li><li>Vollständigkeit</li><li>Aktualität und Verständlichkeit</li><li>Verfügbarkeit relevanter Metadaten</li><li>Praktische Zugriffsmöglichkeiten auf Daten und Änderungen</li></ul>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing datenquellen source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-4","Wie unterscheiden sich Monitoring-Ansätze für interne und externe Datenquellen?","<ul><li>Interne Quellen nutzen häufig aktive Mechanismen zur Änderungserkennung</li><li>Externe Quellen werden oft per Polling in Intervallen geprüft</li></ul>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing datenextraktion source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-5","Welche drei grundlegenden Strategien zur Datenextraktion werden in Kapitel 2 gegenübergestellt?","<ul><li>Periodische Snapshots</li><li>Change Data Capture über Zeitstempel</li><li>Change Data Capture über Trigger oder Log-Dateien</li></ul><br><br><div class=""legend"">CDC: Change Data Capture</div>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing extraktionsstrategien source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-6","Was ist der Hauptnachteil von trigger-basiertem Change Data Capture?","<ul><li>Zusätzliche Schreiboperationen belasten die Quell-Datenbank</li><li>Schema-Anpassungen in der Quelle sind erforderlich</li></ul><br><br><div class=""legend"">CDC: Change Data Capture</div>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing cdc-trigger source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-7","Welche Rolle spielt die Staging Area im ETL-Prozess?","Ein temporärer Arbeitsbereich, in dem Daten integriert und bereinigt werden, bevor nur erfolgreich transformierte Daten in das Data Warehouse geladen werden<br><br><div class=""legend"">ETL: Extract, Transform, Load</div>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing staging-area source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-8","Welche typischen Aufgaben umfasst die Datentransformation vor dem Laden?","<ul><li>Data Auditing oder Profiling zur Qualitätsprüfung</li><li>Data Cleaning für fehlerhafte, fehlende oder redundante Werte</li><li>Konsolidierung von Datentypen, Einheiten und Kodierungen</li></ul>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing transformation source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-9","Was ist ein Data Mart im Verhältnis zum Data Warehouse?","Ein Data Mart ist eine thematisch oder organisatorisch begrenzte Teilmenge des zentralen Data Warehouse für spezifische Analysebedarfe","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing data-mart source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-10","Worin unterscheiden sich abhängige und unabhängige Data Marts?","<table><thead><tr><th>Abhängige Data Marts</th><th>Unabhängige Data Marts</th></tr></thead><tbody><tr><td>Werden aus dem zentralen Warehouse abgeleitet</td><td>Werden direkt aus Quellen aufgebaut</td></tr><tr><td>Höhere Konsistenz mit zentralen Analysen</td><td>Höheres Risiko für Inkonsistenz und Duplikation</td></tr><tr><td>Längere Initialentwicklung wegen zentralem Warehouse</td><td>Schnellere lokale Umsetzung möglich</td></tr></tbody></table>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing data-marts-varianten source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-11","Warum gelten abhängige Data Marts als konsistenter für unternehmensweite Analysen?","Weil sie als kontrollierte Extrakte aus einem gemeinsamen zentralen Datenbestand erzeugt werden","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing abhaengige-data-marts source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-12","Welche zentralen Risiken bringen unabhängige Data Marts mit sich?","<ul><li>Datenredundanz zwischen Data Marts</li><li>Erhöhte Konsistenzprobleme</li><li>Wachsender Integrationsaufwand mit steigender Anzahl von Data Marts</li><li>Erschwerte unternehmensweite Sicht</li></ul>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing unabhaengige-data-marts source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-13","Welche Funktion hat ein Operational Data Store in der Data-Warehouse-Architektur?","Eine optionale Komponente für operativere, aktuellere Anwendungen auf integrierten Daten mit direkter Änderbarkeit und geringerem Aggregationsgrad<br><br><div class=""legend"">ODS: Operational Data Store</div>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing ods source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-14","Wodurch unterscheiden sich Operational Data Store und Data Warehouse im Analysefokus?","<table><thead><tr><th>Operational Data Store</th><th>Data Warehouse</th></tr></thead><tbody><tr><td>Granulare, aktuelle Daten für operationale Berichte</td><td>Historische, aggregierte Daten für strategische Analysen</td></tr><tr><td>Kurzes Zeitfenster naher Vergangenheit</td><td>Lange Historie</td></tr><tr><td>Häufigeres Laden bis minütlich oder stündlich</td><td>Laden typischerweise täglich bis quartalsweise</td></tr></tbody></table><br><br><div class=""legend"">ODS: Operational Data Store</div>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing ods-vs-dw source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-15","Welche Anforderungen sollte ein Metadaten-Repository in Data-Warehouse-Systemen erfüllen?","<ul><li>Aktuelle Bereitstellung relevanter Metadaten</li><li>Flexible und leistungsfähige Zugriffsschnittstellen</li><li>Unterstützung von Versions- und Konfigurationsverwaltung</li><li>Nutzbarkeit für technische und fachliche Aufgaben</li></ul>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing metadatenverwaltung source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-16","Was sind technische Metadaten in einer Data-Warehouse-Umgebung?","Metadaten zu Quell- und Zielsystemen, Schemata, technischen Transformations-Mappings, Job-Status und Betriebskennzahlen","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing technische-metadaten source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-17","Was sind fachliche Metadaten in einer Data-Warehouse-Umgebung?","Metadaten zu Geschäftsbegriffen, konzeptuellen Modellen, Kennzahlbedeutungen, Reports sowie Datenherkunft, Richtigkeit und Aktualität","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing fachliche-metadaten source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-18","Was ist der zentrale Modellierungsunterschied zwischen klassischem Data Warehouse und Data Lake?","<table><thead><tr><th>Data Warehouse</th><th>Data Lake</th></tr></thead><tbody><tr><td>Schema first oder Schema on Write</td><td>Schema on Read</td></tr><tr><td>Fokus auf strukturierte Daten</td><td>Unterstützt heterogene inklusive unstrukturierte Daten</td></tr></tbody></table>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing dwh-und-big-data source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-19","Warum ist ein reiner Data Lake laut Kapitel 2 oft nicht ausreichend?","Weil fehlende Datenintegration die effiziente und konsistente Nutzung erschwert und der Lake deshalb meist als Teil einer umfassenderen Architektur eingesetzt wird","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing data-lake source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-20","Was kennzeichnet ein Modern Data Warehouse als Kombination aus Warehouse und Data Lake?","<ul><li>Kombination mehrerer spezialisierter Werkzeuge statt monolithischem System</li><li>Parallele Pipelines je nach Datenart und Analyseanforderung</li><li>Geeignet für weitergehende Analysen über klassische Berichte hinaus</li></ul>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing modern-data-warehouse source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-21","Welche zusätzlichen Ziele verfolgt eine Data-Fabric-Architektur gegenüber klassischen Hybridansätzen?","<ul><li>Einheitlich verwaltete Metadaten über viele Quellen</li><li>Masterdaten-Management</li><li>Stärkere Echtzeit-Datenaufnahme</li><li>Mehr virtuelle Datenanbindung statt reiner Kopien</li></ul><br><br><div class=""legend"">MDM: Master Data Management</div>","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing data-fabric source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1104-38-22","Was ist die Kernidee eines Data Lakehouse und welcher Tradeoff wird genannt?","Ein Data Lakehouse verbindet Lake-Speicherung mit transaktionalen Funktionen für relationale Nutzung, erreicht aber bei Abfragen häufig geringere Geschwindigkeit als klassische Data-Warehouse-Systeme","Kapitel 2 Architektur von Data Warehouse Systemen.txt","week-2 ws25-26 data-warehousing data-lakehouse source::kapitel-2-architektur-von-data-warehouse-systemen"
"20260212-1108-12-1","Was ist eine Kennzahl in der mehrdimensionalen Datenmodellierung?","Eine numerische Größe zur Diagnose, Überwachung und Steuerung, die im Data Warehouse als Fakt oder Measure analysiert wird","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing kennzahlen source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-2","Wie unterscheiden sich additive, semi-additive und nicht-additive Kennzahlen?","<ul><li><strong>Additiv</strong>: über alle relevanten Dimensionen summierbar</li><li><strong>Semi-additiv</strong>: nur über ausgewählte Dimensionen additiv</li><li><strong>Nicht-additiv</strong>: keine sinnvolle Summierung, z.B. Prozentsatz oder Durchschnitt</li></ul>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing kennzahlenarten source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-3","Welche Aufgabe erfüllen Dimensionen bei der Analyse von Kennzahlen?","Dimensionen geben Kennzahlen ihren fachlichen Kontext, z.B. nach Zeit, Region oder Produkt, und machen Werte dadurch interpretierbar","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing dimensionen source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-4","Wie sind Dimensionen und Kennzahlen im Data Cube abgebildet?","Dimensionen bilden die Koordinaten einer Zelle und Kennzahlen sind die Werte an den Schnittpunkten dieser Koordinaten","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing data-cube source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-5","Wie viele Cuboide besitzt ein n-dimensionaler Cube ohne Dimensionshierarchien?","Ein n-dimensionaler Cube besitzt \\(2^n\\) Cuboide inklusive Basis-Cuboid und Scheitel-Cuboid","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing cuboide-aggregationsgitter source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-6","Was ist der Unterschied zwischen Basis-Cuboid und Scheitel-Cuboid?","<ul><li><strong>Basis-Cuboid</strong>: enthält die detaillierteste n-dimensionale Sicht</li><li><strong>Scheitel-Cuboid</strong>: 0-dimensionale Vollaggregation über alle Dimensionen</li></ul>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing cuboide source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-7","Was beschreibt ein Aggregationsgitter im Cube-Kontext?","Das Aggregationsgitter ist der Verband aller Cuboide, die aus einem Basis-Cube durch unterschiedliche Aggregationsgrade abgeleitet werden","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing aggregationsgitter source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-8","Welche Eigenschaften haben hierarchische Dimensionen im Data Warehouse?","<ul><li>Sie besitzen Ebenen vom Detailniveau bis zum Top-Level All</li><li>Zwischen den Ebenen bestehen funktionale Abhängigkeiten</li><li>Sie ermöglichen Drill-Down und Roll-Up entlang der Hierarchie</li></ul>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing dimensionshierarchien source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-9","Was unterscheidet Slice von Dice als Cube-Operation?","<ul><li><strong>Slice</strong>: Selektion auf einer Dimension, meist mit geringerer Dimensionalität</li><li><strong>Dice</strong>: Selektion auf mehreren Dimensionen als Teilwürfel</li></ul>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing cube-operationen source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-10","Wie unterscheiden sich Drill-Down und Roll-Up innerhalb einer Dimensionshierarchie?","<ul><li><strong>Drill-Down</strong>: Navigation zu detaillierteren Ebenen</li><li><strong>Roll-Up</strong>: Navigation zu stärker aggregierten Ebenen</li></ul>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing drilldown-rollup source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-11","Welche typische Skalierungsgrenze hat die direkte multidimensionale Speicherung in MOLAP?","Die Zahl möglicher Zellen wächst mit dem Kreuzprodukt der Dimensionskardinalitäten sehr stark, wodurch große Cubes schwer skalierbar werden<br><br><div class=""legend"">MOLAP: Multidimensional Online Analytical Processing</div>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing molap source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-12","Wie geht MOLAP mit dünn besetzten Cubes um?","Typisch ist die Aufteilung in speicherpassende Sub-Cubes oder Chunks mit zweistufiger Adressierung über Chunk-ID und Zelle im Chunk<br><br><div class=""legend"">MOLAP: Multidimensional Online Analytical Processing</div>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing molap-speicherung source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-13","Wofür wird MDX im Data-Warehouse-Umfeld verwendet?","MDX dient zur Abfrage multidimensional gespeicherter Cubes und zur Auswahl aggregierter Sub-Cubes über Achsen und Slicer<br><br><div class=""legend"">MDX: Multidimensional Expressions</div>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing mdx source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-14","Welche Kernteile enthält eine MDX-SELECT-Anfrage?","<ul><li>Achsenspezifikationen wie rows und columns</li><li>Die Cube-Quelle im FROM-Teil</li><li>Optional einen Slicer im WHERE-Teil zur Werteauswahl</li></ul><br><br><div class=""legend"">MDX: Multidimensional Expressions</div>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing mdx-abfragen source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-15","Welche Grundidee verfolgt ROLAP bei mehrdimensionalen Daten?","ROLAP speichert Fakten und Dimensionen relational in Tabellen und bildet mehrdimensionale Analysen über SQL-Joins und Aggregationen ab<br><br><div class=""legend"">ROLAP: Relational Online Analytical Processing</div>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing rolap source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-16","Warum ist ein Star-Schema in ROLAP oft besser als ein vollständig normalisiertes Schema?","Dimensionen sind im Star-Schema meist denormalisiert, wodurch analytische Anfragen mit weniger Joins und geringerer Komplexität formuliert werden können<br><br><div class=""legend"">ROLAP: Relational Online Analytical Processing</div>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing star-schema-rolap source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-17","Was ist der zentrale Tradeoff des Snowflake-Schemas gegenüber dem Star-Schema?","Das Snowflake-Schema reduziert Redundanz durch normalisierte Dimensionen, erhöht aber den Join-Aufwand und damit die Zugriffskosten","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing snowflake-schema source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-18","Was kennzeichnet ein Galaxien-Schema im Data Warehouse?","Ein Galaxien-Schema kombiniert mehrere Faktentabellen, die gemeinsame Dimensionstabellen nutzen und damit mehrere Analysebereiche in einer Fact-Constellation verbinden","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing galaxien-schema source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-19","Wie läuft eine typische SQL-Star-Join-Auswertung ab?","<ol><li>Dimensionstabellen und Faktentabelle über Schlüssel verbinden</li><li>Dimensionen per WHERE filtern</li><li>Kennzahlen aggregieren</li><li>Über die gewünschten Analyseattribute gruppieren</li></ol>","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing sql-star-join source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
"20260212-1108-12-20","Was bewirkt GROUP BY CUBE in SQL?","GROUP BY CUBE erzeugt für n Attribute alle \\(2^n\\) Gruppierungskombinationen inklusive Vollaggregation","Kapitel 3 Mehrdimensio___enmodellierung und Operationen.txt","week-3 ws25-26 data-warehousing group-by-cube source::kapitel-3-mehrdimensio___enmodellierung-und-operationen"
