id,front,back,source_file,tag
"20260209-1233-45-16","Wie verhindert CBC, dass gleiche Klartextblöcke gleiche Ciphertextblöcke ergeben?","CBC <strong>XORt</strong> jeden Klartextblock mit dem <strong>vorherigen Ciphertextblock</strong> (Start mit zufälligem IV). Dadurch führen gleiche Klartexte zu unterschiedlichen Ciphertexten.","02-encryption.txt","week-2 WS25/26 kryptographie it-sicherheit blockchiffre cbc source::02-encryption"
"20260209-1239-05-1","Was ist der Unterschied zwischen Identifikation und Authentifizierung?","<ul><li><strong>Identifikation</strong>: Zuordnung einer Identität (oft öffentlich) zu einer Person/Entität.</li><li><strong>Authentifizierung</strong>: Nachweis, dass die Person tatsächlich diese Identität besitzt (private Merkmale).</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit identifikation authentifizierung source::03-zugriffskontrolle"
"20260209-1239-05-2","Warum darf Authentifizierung nicht für Identifikation benutzt werden?","<blockquote>Authentifizierungsmerkmale sind nicht eindeutig genug, um eine Person sicher zu identifizieren.</blockquote><ul><li>Beispiel: Ein Passwort- oder Fingerabdruck-Hash ist nicht zwingend eindeutig.</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit identifikation authentifizierung source::03-zugriffskontrolle"
"20260209-1239-05-3","Welche drei Kategorien von Faktoren gibt es zur Bestätigung einer Identität?","<ul><li><strong>Etwas, das die Person weiß</strong> (z.B. Passwort, PIN)</li><li><strong>Etwas, das die Person ist</strong> (Biometrie)</li><li><strong>Etwas, das die Person hat</strong> (Token, Ausweis)</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit authentifizierung faktoren source::03-zugriffskontrolle"
"20260209-1239-05-4","Welche praktischen Probleme entstehen, wenn Systeme starke Passwörter erzwingen?","<ul><li>Passwörter werden <strong>aufgeschrieben</strong> (Post-its, Zettel).</li><li>Dadurch entstehen neue <strong>Angriffsflächen</strong>.</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit passwoerter schwachstellen source::03-zugriffskontrolle"
"20260209-1239-05-5","Welche zentralen Herausforderungen gibt es bei der Nutzung von Passwörtern?","<ul><li><strong>Nutzung</strong>: Ein eigenes Passwort pro Asset ist unpraktisch.</li><li><strong>Enthüllung</strong>: Passwörter können ausgespäht oder weitergegeben werden.</li><li><strong>Zurückziehen</strong>: Was passiert mit aktiven Sessions/Assets?</li><li><strong>Verlust</strong>: Sicherer Reset ist schwierig.</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit passwoerter schwachstellen source::03-zugriffskontrolle"
"20260209-1239-05-6","Warum sind Passwort-Reset-Prozesse häufig ein Sicherheitsproblem?","<blockquote>Oft kein technisches Problem, sondern ein Bug in der <strong>Business Logic</strong>.</blockquote><ul><li>Antworten auf Sicherheitsfragen lassen sich häufig recherchieren.</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit passwoerter reset source::03-zugriffskontrolle"
"20260209-1239-05-7","Wie wirkt eine Sperre nach mehreren falschen Passwortversuchen – und welches Risiko erzeugt sie?","<ul><li><strong>Vorteil</strong>: Erschwert massenhaftes Erraten (Rate-Limiting).</li><li><strong>Risiko</strong>: Kann als <strong>Denial of Service</strong> gegen Nutzer missbraucht werden.</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit passwoerter angriffe source::03-zugriffskontrolle"
"20260209-1239-05-8","Warum ist die effektive Passwortsuche in der Praxis kleiner als der theoretische Suchraum?","<ul><li>Angreifer nutzen typische Muster: Namen, Wörterbuchwörter, einfache Ersetzungen und bekannte Muster.</li><li>Brute-Force aller Kombinationen kommt erst sehr spät.</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit passwoerter angriffe source::03-zugriffskontrolle"
"20260209-1239-05-9","Welche drei kritischen Eigenschaften biometrischer Merkmale nennt die Vorlesung?","<ul><li><strong>Unveränderlich</strong> (einmal kompromittiert, immer kompromittiert)</li><li><strong>Besonders sensibel</strong> (tiefer Eingriff in Privatsphäre)</li><li><strong>Manipulierbar</strong> (z.B. Fake-Fingerabdruck, Foto, Stimme)</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit biometrie schwachstellen source::03-zugriffskontrolle"
"20260209-1239-05-10","Warum sind biometrische Systeme schwer sicher zu beweisen?","<ul><li><strong>Sicherheitsbeweis unmöglich</strong>; es gibt nur statistische Aussagen aus Studien.</li><li>Schwellwerte führen zu <strong>False Positives</strong> und <strong>False Negatives</strong>.</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit biometrie source::03-zugriffskontrolle"
"20260209-1239-05-11","Aus welchen Elementen besteht eine Zugriffskontrollentscheidung?","<ul><li><strong>Subjekt</strong> (Wer?)</li><li><strong>Objekt</strong> (Was?)</li><li><strong>Art des Zugriffs</strong> (Wie?)</li><li><strong>Regel</strong>: \(f(\text{Wer} + \text{Was} + \text{Wie}) \to \{\text{Ja, Nein}\}\)</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit zugriffskontrolle grundlagen source::03-zugriffskontrolle"
"20260209-1239-05-12","Welche Prinzipien kennzeichnen effektive Zugriffskontrolle?","<ul><li><strong>Jeden Zugriff prüfen</strong> (nicht nur einmalig).</li><li><strong>Least Privilege</strong>: minimale Privilegien vergeben.</li><li><strong>Akzeptable Nutzung</strong> definieren, nicht nur Ja/Nein.</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit zugriffskontrolle grundlagen source::03-zugriffskontrolle"
"20260209-1239-05-13","Warum ist das zeitnahe Anpassen von Zugriffsrechten so wichtig?","<blockquote>Zugriffsrechte ändern sich mit Rollen und Tätigkeiten.</blockquote><ul><li>Vergessene Schlüssel/Accounts sind eine der größten Herausforderungen.</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit zugriffskontrolle governance source::03-zugriffskontrolle"
"20260209-1239-05-14","Was ist die Grundidee von Single Sign-On (SSO)?","<blockquote>Eine einzige Authentifizierung ermöglicht Zugriff auf mehrere Dienste.</blockquote>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit single-sign-on source::03-zugriffskontrolle"
"20260209-1239-05-15","Welche Hauptnachteile von Single Sign-On nennt die Vorlesung?","<ul><li><strong>Single Point of Failure</strong> (Verfügbarkeit, Vertrauen)</li><li><strong>Ausloggen</strong> oft nur per Timeout</li><li><strong>Datenschutz</strong>: Third Party sieht/steuert Zugriffe</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit single-sign-on schwachstellen source::03-zugriffskontrolle"
"20260209-1239-05-16","Welche drei allgemeinen SSO-Ansätze gibt es?","<ul><li><strong>Portal-basiert</strong></li><li><strong>Token-basiert</strong></li><li><strong>Client-basiert</strong></li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit single-sign-on source::03-zugriffskontrolle"
"20260209-1239-05-17","Was ist der Kernmechanismus von Passkeys (FIDO2)?","<ul><li>Der <strong>private Schlüssel bleibt auf dem Gerät</strong>.</li><li>Authentifizierung per <strong>Challenge-Response</strong>.</li><li>Nutzer autorisiert Nutzung (z.B. Face-ID, Fingerabdruck, PIN).</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit passkey source::03-zugriffskontrolle"
"20260209-1239-05-18","Warum sind Passkeys gegenüber Phishing robuster als Passwörter?","<ul><li>Der Nutzer <strong>kennt den Passkey nicht</strong> und kann ihn nicht preisgeben.</li><li>Es wird kein geheimer Schlüssel übertragen; nur Challenge/Response.</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit passkey source::03-zugriffskontrolle"
"20260209-1239-05-19","Was ist das Ziel von Self-Sovereign Identity (SSI)?","<blockquote>Der Nutzer kontrolliert Identitäten und Credentials selbst, ohne Trusted Third Party.</blockquote><ul><li>Digitale (Teil-)Identitäten anlegen, verwalten, löschen.</li><li>Credentials selbst weitergeben und prüfen lassen.</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit ssi source::03-zugriffskontrolle"
"20260209-1239-05-20","Aus welchen Bausteinen besteht eine SSI-Architektur in der Vorlesung?","<ul><li><strong>Decentralized Identifiers (DID)</strong></li><li><strong>Verifiable Credentials (VC)</strong></li><li><strong>Self-Sovereign Identity</strong> als Protokoll des Zusammenspiels</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit ssi did vc source::03-zugriffskontrolle"
"20260209-1239-05-21","Welche fünf Eigenschaften haben Decentralized Identifiers (DIDs)?","<ul><li><strong>Persistent</strong></li><li><strong>Auflösbar</strong> (zu Metadaten)</li><li><strong>Verifizierbar</strong></li><li><strong>Dezentral</strong></li><li><strong>Standardisiert</strong></li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit did source::03-zugriffskontrolle"
"20260209-1239-05-22","Welche vier Arten von DID-Methoden werden genannt?","<ul><li><strong>Ledger-basiert</strong></li><li><strong>Peer-to-Peer</strong></li><li><strong>Layer-2</strong></li><li><strong>Alternativ</strong></li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit did methoden source::03-zugriffskontrolle"
"20260209-1239-05-23","Welche Kernbestandteile hat ein Verifiable Credential (VC)?","<ul><li><strong>Metadaten</strong> (z.B. Aussteller, Datum, Typ)</li><li><strong>Credential-Inhalt</strong></li><li><strong>Kryptographischer Beweis</strong> für Authentizität</li></ul>","03-zugriffskontrolle.txt","week-3 WS25/26 zugriffskontrolle it-sicherheit vc source::03-zugriffskontrolle"
"20260209-1242-01-1","Welche drei Angriffsziele nennt das Kapitel Web-Sicherheit?","<ul><li><strong>Browser</strong> (Browser tut etwas, das er nicht soll)</li><li><strong>Benutzer</strong> (Nutzer tut etwas, das er nicht will)</li><li><strong>Server</strong> (Server tut etwas, das er nicht soll)</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit angriffe web source::04-web-sicherheit"
"20260209-1242-01-2","Warum sind Webbrowser aus Sicherheitssicht besonders kritisch?","<ul><li>Viele <strong>Plugins/Add-ons</strong> und aktive Inhalte.</li><li>Große <strong>Heterogenität</strong> (Browser, OS, Versionen).</li><li>Browser hat Zugriff auf Ressourcen <strong>mit den Rechten des Nutzers</strong>.</li><li>Einbindung vieler <strong>Drittquellen</strong> (Tracking, Werbung).</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit browser sicherheit source::04-web-sicherheit"
"20260209-1242-01-3","Was ist ein Man-in-the-Browser-Angriff?","<blockquote>Schadcode infiziert den Browser und fängt/manipuliert Daten, bevor TLS sie schützt.</blockquote><ul><li>Angreifer kann alles, was der Browser darf.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit angriffe browser source::04-web-sicherheit"
"20260209-1242-01-4","Nenne typische Angriffstechniken, um Nutzer auf falsche Webseiten zu lenken.","<ul><li><strong>Phishing</strong></li><li><strong>DNS Spoofing/Injection</strong></li><li><strong>URL Redirection</strong></li><li><strong>Proxy-Angriffe</strong></li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit angriffe browser phishing source::04-web-sicherheit"
"20260209-1242-01-5","Was ist Download Substitution?","<blockquote>Statt der erwarteten Datei liefert ein Angreifer eine manipulierte Datei.</blockquote><ul><li>Nutzer will installieren und klickt Warnungen eher weg.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit angriffe browser source::04-web-sicherheit"
"20260209-1242-01-6","Welche Angriffsarten zählen zu „Angriffe auf den Nutzer“?","<ul><li><strong>Website Defacement</strong></li><li><strong>Fake-Webseiten</strong></li><li><strong>Fake-Code</strong> (manipulierte Downloads)</li><li><strong>Clickjacking</strong></li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit angriffe nutzer source::04-web-sicherheit"
"20260209-1242-01-7","Was ist Clickjacking?","<blockquote>Unsichtbare/überlagerte Elemente verleiten zu Klicks auf etwas anderes als gedacht.</blockquote><ul><li>Angriffe oft mit transparenten Layern oder <code>&lt;iframe&gt;</code>.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit clickjacking angriffe source::04-web-sicherheit"
"20260209-1242-01-8","Welche typischen Angriffe auf Webserver nennt das Kapitel?","<ul><li><strong>Cross-Site Scripting (XSS)</strong></li><li><strong>SQL Injection</strong></li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit angriffe server source::04-web-sicherheit"
"20260209-1242-01-9","Warum funktionieren viele Webserver-Angriffe trotz Server-Schutz?","<ul><li>Ungeprüfte <strong>Eingaben</strong> aus unsicheren Umgebungen.</li><li>Annahme, dass Nutzer sich „korrekt“ verhalten.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit angriffe server source::04-web-sicherheit"
"20260209-1242-01-10","Was ist der Unterschied zwischen Data Origin Authentication und Entity Authentication?","<ul><li><strong>Data Origin Authentication</strong>: Nachricht stammt vom Besitzer des Signaturschlüssels und wurde nicht verändert.</li><li><strong>Entity Authentication</strong>: Prüfung, ob die behauptete Identität wirklich korrekt ist.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit authentifizierung source::04-web-sicherheit"
"20260209-1242-01-11","Warum garantiert Data Origin Authentication noch keine Identität des Absenders?","<blockquote>Jeder kann ein Public/Private-Key-Paar erzeugen.</blockquote><ul><li>Nur wenn der Public Key sicher der Person zugeordnet ist, entsteht Entity Authentication.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit authentifizierung signaturen source::04-web-sicherheit"
"20260209-1242-01-12","Was leistet Diffie-Hellman grundsätzlich?","<blockquote>Aushandlung eines gemeinsamen Sitzungsschlüssels über einen unsicheren Kanal.</blockquote><ul><li>Diffie-Hellman ist <strong>Schlüsselaustausch</strong>, keine Verschlüsselung.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit diffie-hellman source::04-web-sicherheit"
"20260209-1242-01-13","Warum bietet Diffie-Hellman allein keine Authentifizierung?","<ul><li>Public Keys müssen der richtigen Person zugeordnet sein.</li><li>Ohne diese Zuordnung sind <strong>Man-in-the-Middle</strong>-Angriffe möglich.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit diffie-hellman source::04-web-sicherheit"
"20260209-1242-01-14","Welche Stärken und Schwächen hat Diffie-Hellman laut Vorlesung?","<table><thead><tr><th>Stärken</th><th>Schwächen</th></tr></thead><tbody><tr><td>Schlüsselaustausch über unsicheren Kanal</td><td>Kein Authentifizierungsnachweis</td></tr><tr><td>Basis für symmetrische Verschlüsselung</td><td>Empfänger muss aktiv verfügbar sein</td></tr><tr><td>In SSL/TLS genutzt</td><td>Für einseitige Kommunikation aufwendig</td></tr></tbody></table>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit diffie-hellman source::04-web-sicherheit"
"20260209-1242-01-15","Was ist ein Zertifikat im Kontext von X.509?","<blockquote>Ein digital signiertes Dokument, das einen Public Key einem Subjekt zuordnet.</blockquote><ul><li>Signatur vom Aussteller (z.B. CA).</li><li>Kann Teil einer <strong>Certificate Chain</strong> sein.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit zertifikate x509 source::04-web-sicherheit"
"20260209-1242-01-16","Welche zwei Wege nennt die Vorlesung, ein Zertifikat zu erhalten?","<ul><li><strong>CA-signiert</strong> (z.B. Let’s Encrypt)</li><li><strong>Selbstsigniert</strong> (Trust muss explizit gesetzt werden)</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit zertifikate source::04-web-sicherheit"
"20260209-1242-01-17","Warum ist Certificate Revocation problematisch?","<ul><li>Zertifikate bleiben sonst bis Ablauf gültig.</li><li>Revocation ist <strong>langsam und teuer</strong>.</li><li>Bei CA-Key-Kompromittierung müssen viele Zertifikate sofort widerrufen werden.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit zertifikate revocation source::04-web-sicherheit"
"20260209-1242-01-18","Was ist OCSP und welches Problem löst es gegenüber CRLs?","<blockquote>OCSP ist ein Online-Statusdienst zur Echtzeit-Prüfung von Zertifikaten.</blockquote><ul><li>Schließt die Lücke zwischen <strong>Widerruf</strong> und <strong>CRL-Download</strong>.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit ocsp source::04-web-sicherheit"
"20260209-1242-01-19","Welche Nachteile von OCSP nennt die Vorlesung?","<ul><li><strong>Single Point of Failure</strong> (OCSP-Server)</li><li><strong>Datenschutz</strong>: Server sieht, wer mit wem kommuniziert</li><li><strong>Latenz</strong> und Verfügbarkeitsprobleme</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit ocsp schwachstellen source::04-web-sicherheit"
"20260209-1242-01-20","Was ist OCSP Stapling und warum verbessert es den Datenschutz?","<ul><li>Der <strong>Server</strong> holt die OCSP-Antwort und sendet sie beim TLS-Handshake.</li><li>Client muss OCSP-Server nicht kontaktieren → kein Kommunikationsprofil.</li></ul>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit ocsp stapling source::04-web-sicherheit"
"20260209-1242-01-21","Was ist Kerberos in einem Satz?","<blockquote>Ein Verfahren der vermittelten (arbitrated) Authentifizierung über eine Trusted Third Party.</blockquote>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit kerberos source::04-web-sicherheit"
"20260209-1242-01-22","Welche drei Hauptschritte umfasst Kerberos?","<ol><li><strong>Authentifizierung</strong> beim AS → TGT</li><li><strong>Zugriffskontrolle</strong> beim TGS → SGT</li><li><strong>Schlüsselaustausch</strong> für Kommunikation mit Service-Server</li></ol>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit kerberos source::04-web-sicherheit"
"20260209-1242-01-23","Welche Stärken und Schwächen hat Kerberos laut Vorlesung?","<table><thead><tr><th>Stärken</th><th>Schwächen</th></tr></thead><tbody><tr><td>Zentrale Verwaltung, skalierbar</td><td>Single Point of Failure</td></tr><tr><td>Nur Tickets prüfen, nicht jedes Mal Passwörter</td><td>Alle Dienste müssen Kerberos vertrauen</td></tr><tr><td>Verteilbar/parallelisierbar</td><td>Komplexe Administration, Uhrensynchronisation nötig</td></tr></tbody></table>","04-web-sicherheit.txt","week-4 WS25/26 web-sicherheit it-sicherheit kerberos source::04-web-sicherheit"
"20260209-1244-37-1","Welche vier grundlegenden Möglichkeiten nennt das Kapitel, um in Netzwerken Schaden zu verursachen?","<ul><li><strong>Abfangen</strong></li><li><strong>Modifizieren</strong></li><li><strong>Unterbrechen</strong></li><li><strong>Einschleusen</strong></li></ul>","05-net-sicherheit.txt","week-5 WS25/26 netzwerk-sicherheit it-sicherheit angriffe grundlagen source::05-net-sicherheit"
"20260209-1244-37-2","Was ist die Hauptaufgabe einer Firewall?","<blockquote>Eine Firewall trennt Netzwerksegmente mit unterschiedlichen Sicherheitsniveaus und erzwingt Kommunikationsregeln.</blockquote>","05-net-sicherheit.txt","week-5 WS25/26 netzwerk-sicherheit it-sicherheit firewall grundlagen source::05-net-sicherheit"
"20260209-1244-37-3","Welche Leistungen einer Firewall nennt die Vorlesung ausdrücklich?","<ul><li><strong>Fokus für Sicherheitsentscheidungen</strong></li><li><strong>Regeln durchsetzen</strong> (wer darf mit wem?)</li><li><strong>Aktivitäten loggen</strong></li><li><strong>Schutz auf Teilnetze begrenzen</strong> (Angriffsfläche reduzieren)</li></ul>","05-net-sicherheit.txt","week-5 WS25/26 netzwerk-sicherheit it-sicherheit firewall leistung source::05-net-sicherheit"
"20260209-1244-37-4","Welche Dinge kann eine Firewall laut Vorlesung nicht leisten?","<ul><li>Schützt <strong>nicht</strong> gegen interne Angreifer.</li><li>Überwacht <strong>keine</strong> Verbindungen, die sie umgehen (z.B. LTE-Stick).</li><li>Schützt <strong>nicht zuverlässig</strong> vor neuen Bedrohungen oder Malware.</li><li>Konfiguriert sich <strong>nicht</strong> selbst.</li></ul>","05-net-sicherheit.txt","week-5 WS25/26 netzwerk-sicherheit it-sicherheit firewall grenzen source::05-net-sicherheit"
"20260209-1244-37-5","Welche zwei Grundstrategien für Paketfilter-Regeln gibt es?","<ul><li><strong>Default deny</strong>: Alles verboten, was nicht explizit erlaubt ist.</li><li><strong>Default permit</strong>: Alles erlaubt, was nicht explizit verboten ist.</li></ul>","05-net-sicherheit.txt","week-5 WS25/26 netzwerk-sicherheit it-sicherheit paketfilter strategie source::05-net-sicherheit"
