"Was ist das Ziel von Schema Matching?","Schema Matching bestimmt semantische Korrespondenzen zwischen Elementen verschiedener Schemata, optional mit Ähnlichkeitswerten und Beziehungstypen","week-4 ws25-26 data-warehousing schema-matching source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Welche Informationen können als Eingabe für Schema Matching genutzt werden?","<ul><li>Schema-Informationen</li><li>Instanzbeispiele</li><li>Hintergrundwissen wie Wörterbücher oder Thesauri</li></ul>","week-4 ws25-26 data-warehousing schema-matching-input source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Welche Hauptklassen von Matching-Verfahren nennt Kapitel 4?","<ul><li>Linguistische Verfahren</li><li>Strukturelle Verfahren</li><li>Instanzbasierte Verfahren</li><li>Kombinierte Matcher-Ansätze</li></ul>","week-4 ws25-26 data-warehousing schema-matching-verfahren source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Wie ist die normalisierte Edit-Distance-Ähnlichkeit zwischen zwei Strings definiert?","Als \\(\\text{sim}_{edit}(a,b)=1-\\frac{dist(a,b)}{\\max(|a|,|b|)}\\), wobei \\(dist\\) die minimale Zahl aus Einfügen, Löschen und Ersetzen ist","week-4 ws25-26 data-warehousing edit-distance source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Was ist die Grundidee von q-Gram-basiertem Schema Matching?","Strings werden in überlappende Teilstrings fester Länge zerlegt und über deren Überlappung mit Mengenähnlichkeiten wie Dice oder Jaccard verglichen","week-4 ws25-26 data-warehousing q-gram-matching source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Welche drei Schritte umfasst Data Cleaning laut Kapitel 4?","<ol><li>Datenanalyse oder Profiling zur Fehlererkennung</li><li>Definition von Mapping-Regeln und Transformations-Workflows</li><li>Regelmäßige Transformation und Bereinigung der Daten</li></ol>","week-4 ws25-26 data-warehousing data-cleaning-ablauf source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Welche Datenqualitätsprobleme unterscheidet man bei Data Cleaning grundsätzlich?","<table><thead><tr><th>Single-Source</th><th>Multi-Source</th></tr></thead><tbody><tr><td>Fehler innerhalb einer Quelle, z.B. Tippfehler oder fehlende Werte</td><td>Konflikte zwischen Quellen, z.B. widersprüchliche Repräsentationen</td></tr><tr><td>Auf Schema- und Instanzebene möglich</td><td>Ebenfalls auf Schema- und Instanzebene möglich</td></tr></tbody></table>","week-4 ws25-26 data-warehousing data-cleaning-probleme source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Welche typischen Teilaufgaben umfasst Data Cleaning auf Instanzebene?","<ul><li>Standardisierung von Formaten und Kodierungen</li><li>Parsing und Attribut-Splitting aus Freitextwerten</li><li>Validierung mit Referenzwissen und Regeln</li><li>Korrektur fehlender oder inkonsistenter Werte</li></ul>","week-4 ws25-26 data-warehousing data-cleaning-teilaufgaben source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Was ist Entity Matching im ETL-Kontext?","Entity Matching identifiziert Datensätze, die dieselbe reale Entität beschreiben, trotz unterschiedlicher Schreibweisen oder Quellenrepräsentationen","week-4 ws25-26 data-warehousing entity-matching source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Warum ist Blocking für skalierbares Entity Matching notwendig?","Weil nicht alle Satzpaare verglichen werden müssen, sondern nur Kandidaten innerhalb relevanter Blöcke, wodurch der quadratische Vergleichsaufwand stark sinkt","week-4 ws25-26 data-warehousing blocking source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Was ist der Tradeoff bei der Wahl der Blockgröße im Blocking?","<ul><li>Kleine Blöcke sparen viele Vergleiche, riskieren aber verpasste Matches</li><li>Größere oder mehrfache Blockings erhöhen Match-Abdeckung, kosten aber mehr Laufzeit</li></ul>","week-4 ws25-26 data-warehousing blocking-tradeoff source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Welche zwei Kernmetriken bewertet man bei Blocking-Verfahren?","<ul><li><strong>Reduction Rate (RR)</strong>: Anteil eingesparter Vergleiche</li><li><strong>Pairs Completeness (PC)</strong>: Anteil wahrer Match-Paare, die im Blocking erhalten bleiben</li></ul>","week-4 ws25-26 data-warehousing blocking-metriken source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Welche Grundansätze gibt es für den Matching-Schritt nach dem Blocking?","<ul><li>Regelbasiertes Matching mit Schwellwerten</li><li>Überwachtes ML-Matching mit Trainingsdaten</li><li>Kombination mehrerer Attributähnlichkeiten und Kontextmerkmale</li></ul><br><br><div class=""legend"">ML: Machine Learning</div>","week-4 ws25-26 data-warehousing matching-verfahren source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Welche Aufgabe erfüllt Entity Clustering nach dem Matching?","Entity Clustering gruppiert zusammengehörige Match-Paare in Cluster pro realer Entität und schafft damit die Basis für konsistente Datenfusion","week-4 ws25-26 data-warehousing entity-clustering source::kapitel-4--etl---datenvorverarbeitung-und--integration"
"Warum kann transitive Hüllenbildung bei Entity Clustering problematisch sein?","Connected-Component-Clustering kann große Cluster mit nur schwach ähnlichen Datensätzen erzeugen, wenn einzelne Match-Links fehlerhaft sind","week-4 ws25-26 data-warehousing clustering-risiken source::kapitel-4--etl---datenvorverarbeitung-und--integration"
